text,type,gemini,deepseek,kimi
故障预测模型,模型,6,2,4
故障预测模型,研究,0,0,1
故障预测正确率,性能指标,1,1,1
故障预测的效能,性能指标,0,0,1
故障预测算法,技术,0,1,0
故障预测精度,性能指标,1,0,1
故障预测系统,系统,0,0,1
故障预测能力,性能指标,1,0,0
故障预测诊断及健康管理技术,技术,0,1,1
故障预测诊断及健康管理技术（Prognostic and Health Management，PHM）,技术,1,0,0
故障预测速度,性能指标,0,0,1
故障预测门限,性能指标,0,1,0
故障预警电路,技术,0,0,1
故障预警监测法,技术,1,0,0
故障预警监测法,方法,1,1,0
故障频率 FS,性能指标,1,0,0
故障频率,性能指标,0,0,1
故障风险,概念,0,1,0
故障风险水平,性能指标,0,1,1
故障风险预测,概念,1,0,0
效率下降,性能指标,0,1,0
效率低,问题,1,0,0
效率提升76.8%,研究结果,1,0,0
效率退化参数,性能指标,0,1,0
效用函数,函数,1,1,0
敏感性,指标,0,1,0
敏感性指标,性能指标,1,1,0
敏感性指标高于97%,研究结果,0,1,0
救生衣/筏,设备,0,1,1
教授,职位,1,0,0
散热器,部件,1,0,0
数值漂移故障,故障,0,1,0
数字化,概念,0,1,0
数字化制造,技术,0,0,1
数字化网络化装备,技术,0,0,1
数字化装配管理系统,系统,0,0,1
数字化试验,技术,1,1,0
数字双胞胎模型,技术,0,1,1
数字双胞胎模型（Digital Twin）,模型,1,0,0
数字孪生,技术,2,1,0
数字孪生,概念,0,1,0
数字孪生,模型,1,0,0
数字孪生,系统,0,1,0
数字孪生五维模型,模型,1,1,1
数字孪生体,概念,1,1,1
数字孪生健康管理框架,模型,1,0,0
数字孪生健康管理框架,算法,0,0,1
数字孪生医疗,模型,0,0,1
数字孪生卫星,模型,0,0,1
数字孪生卫星网络,模型,0,0,1
数字孪生城市,应用,1,0,0
数字孪生城市,模型,0,0,1
数字孪生技术,技术,5,2,10
数字孪生技术,模型,0,1,0
数字孪生模型,模型,1,3,1
数字孪生模型可靠性,研究结果,0,0,1
数字孪生空间信息网络,模型,0,0,1
数字孪生立体仓库,模型,0,0,1
数字孪生船舶,模型,0,0,1
数字孪生车辆,模型,0,0,1
数字孪生车间,应用,1,0,0
数字孪生车间,模型,0,0,1
数字工程模型,模型,1,1,1
数字式电子控制器技术,技术,1,0,0
数字式虚拟测试床,技术,0,0,1
数字样机,技术,0,0,1
数字测试电路,硬件,1,0,0
数字测试电路,硬件组件,0,1,0
数字滤波器,技术,0,0,1
数字电传控制,技术,1,0,0
数字类模块,模块,0,1,0
数学模型,技术,0,1,0
数学模型,模型,2,2,0
数学模型与粒子群和BP神经网络等算法融合,算法,0,0,1
数据下载时间,性能指标,1,0,1
数据不完整或错误,缺陷,0,1,0
数据不完整或错误,问题,0,0,1
数据交换,概念,1,1,1
数据仓库,系统,0,1,0
数据仓库管理Agent,Agent,0,1,0
数据仓库管理Agent,组件,1,0,0
数据仓库管理,技术,0,0,1
数据传输,技术,0,1,0
数据传输,概念,0,0,1
数据传输服务,服务,1,0,0
数据准确性,性能指标,1,0,0
数据分析,技术,0,0,2
数据分析服务,服务,0,0,1
数据发送间隔的定时精度成倍提高,研究结果,1,0,0
数据发送间隔误差减小,结果,0,1,0
数据变换,技术,1,0,0
数据和模型融合驱动的服役HPT叶片寿命数字孪生建模方法,方法,1,0,0
数据处理,功能,0,1,0
数据处理,功能维度,0,1,0
数据处理模块,模块,0,2,0
数据处理模块,组件,0,1,0
数据处理精度,性能指标,1,0,1
数据存储容量,性能指标,1,0,1
数据存储的可靠性,研究结果,0,0,1
数据存储策略,方法,1,0,0
数据存储管理,技术,0,0,1
数据存档,功能,0,1,0
数据存档,技术,0,0,1
数据展现,技术,0,0,1
数据库,技术,0,0,1
数据库,服务资源,0,1,0
数据库,系统,0,1,0
数据库平台,系统,0,1,1
数据库构建模块,模块,1,1,1
数据库访问服务,服务,0,1,0
数据归一化,方法,0,1,0
数据归约,技术,1,0,0
数据总线,技术,0,0,1
数据总线及交换网络,系统,0,1,0
数据总线和数字处理,技术,0,1,0
数据总结及交换网络健康管理设计,技术,0,0,1
数据抽取,技术,0,0,1
数据挖掘,技术,4,9,6
数据挖掘,概念,0,1,0
数据挖掘,算法,1,0,0
数据挖掘与平台构建技术,概念,0,0,1
数据挖掘技术,技术,0,0,3
数据无线通讯系统,系统,0,1,0
数据更新快而存储速度慢,问题,1,0,0
数据更新间隔,参数,0,1,0
数据标准化,技术,0,1,0
数据模型的迁移应用,挑战,0,0,1
数据模拟,功能,0,1,0
数据汇总,功能,0,1,0
数据汇总,技术,0,0,1
数据清洗,技术,1,0,1
数据源匮乏,问题,1,0,0
数据源反馈模块,模块,2,2,1
数据源采集,技术,0,0,1
数据的遥测,技术,0,1,0
数据确认及合并子系统,系统,0,1,0
数据管理技术,技术,1,0,0
数据网络,系统,0,1,0
数据联邦,技术,0,1,0
数据聚类与清洗,方法,1,0,0
数据虚拟化,技术,0,1,0
数据融合,应用,1,0,0
数据融合,技术,1,4,1
数据融合,方法,1,1,0
数据融合与处理,技术,0,0,1
数据融合技术,技术,3,4,4
数据融合方法,技术,0,1,1
数据融合算法,算法,0,1,0
数据记录,技术,0,1,0
数据访问层,层,0,1,1
数据访问技术,技术,0,1,0
数据转换,技术,0,0,1
数据转换技术,技术,0,1,0
数据通信模块,技术,0,0,1
数据采集,功能,0,2,0
数据采集,功能维度,0,1,0
数据采集,技术,0,1,1
数据采集,方法,1,0,0
数据采集,过程,0,1,0
数据采集与传感器技术,技术,0,1,0
数据采集和处理系统,系统,1,0,0
数据采集和记录、传输技术,技术,0,0,1
数据采集处理模块,模块,0,1,0
数据采集子系统,概念,0,0,1
数据采集模块,组件,0,1,0
数据采集电路,技术,0,0,1
数据集成,技术,1,0,0
数据集成,方法,1,0,0
数据集成管理,技术,0,1,0
数据预处理,技术,1,1,0
数据预处理,方法,1,0,0
数据驱动,技术,0,1,1
数据驱动,方法,2,0,0
数据驱动,概念,0,1,0
数据驱动,模型,0,0,1
数据驱动方法,技术,0,1,0
数据驱动方法,方法,2,1,0
数据驱动模型,模型,0,1,0
数据驱动法,方法,0,1,0
数据驱动的故障预测算法,算法,1,0,0
数据驱动的气路故障诊断方法,方法,1,0,0
数据驱动的设备剩余寿命（RUL）预测技术,技术,1,0,0
数据驱动的预测,技术,1,0,1
数据驱动的预测方法,方法,2,0,0
数据驱动结构,方法,0,0,1
数据驱动结构,模型,1,0,0
数据驱动结构,结构,0,1,0
数据驱动预测,技术,0,1,0
数理建模,算法,1,0,0
整体性能较优,研究结果,1,0,0
整机在线校准方法,方法,1,0,1
整机振动超限,问题,1,0,0
整机热效率提升2%,研究结果,1,0,0
文化程度无显著差异,研究结果,0,1,0
文博武,人物,0,1,0
文档管理服务,服务,0,1,0
文献[3],文献,0,0,1
文献[4],文献,0,0,1
文献[5],文献,0,0,1
断裂力学,理论,1,0,0
斯坦福大学,机构,1,0,0
新一代人工智能发展规划,entity,0,1,0
新一代人工智能发展规划,政策文件,0,0,1
新一代飞机,系统,0,1,0
新一代飞机故障预测与健康管理技术应用研究,研究,0,0,1
新一代飞机条件监控系统和飞机数据获取系统,系统,1,0,0
新信息优先原理,理论,1,0,0
新信息优先原理,算法,0,0,1
新型传感器技术,技术,1,0,1
新型作动器,系统/部件,1,0,0
新型故障诊断与预测理论,理论,1,0,0
新型通信网络技术,技术,1,0,0
新型飞行试验网络机载测试架构,模型,1,0,0
新式高换热效率燃油散热器,部件,1,0,0
新旧电液换向阀三位泄漏量柱形对比图,结果,0,0,1
方便性抽样,研究方法,1,0,0
方向舵,子系统,0,1,0
方向舵,系统,1,0,0
方向舵作动筒的故障,故障类型,1,0,0
方向舵卡死,故障模式,1,0,0
方向舵损伤故障,故障类型,0,1,0
方向舵液压泄漏,故障类型,1,1,0
方向舵舵偏δr,状态参量,0,1,0
方均根误差,性能指标,1,2,0
方均根误差低于1.8,研究结果,0,1,0
方均根误差（RMSE）,性能指标,1,0,0
方差-协方差法,方法,0,1,0
方差-协方差法,算法,1,0,1
方差,参数,0,0,1
方差,性能指标,1,0,1
方差为0.002244,研究结果,1,0,0
方差分析,研究方法,1,0,0
方差相对误差,指标,0,1,0
方差绝对误差,指标,0,1,0
方甲永,作者,0,0,1
旋流数,参数,0,1,0
旋翼数据采集系统,系统,0,1,1
无人系统PHM技术,技术,0,1,0
无人系统PHM技术,技术领域,1,0,0
无人系统自主导航定位及智能感知技术,研究方向,1,1,1
无味卡尔曼滤波(UKF),算法,1,0,0
无味卡尔曼滤波,算法,0,1,1
无味变换,算法,1,0,0
无引气装置,技术,0,0,1
无故障发现 (NFF),概念,0,1,0
无故障发现,概念,1,0,0
无故障工作时间,性能指标,1,0,0
无杂散动态范围,性能指标,1,0,0
无杂散动态范围最高达84dBc,研究结果,1,0,0
无法判别其动态下的健康状态,问题,1,0,0
无法对发动机试车台整机健康状态开展判定,问题,0,0,1
无痕卡尔曼滤波,算法,0,1,0
无痕卡尔曼滤（UKF）,算法,1,0,0
无痕卡尔曼滤（unscented Kalman filter，UKF）,技术,0,0,1
无线传感器网络,技术,0,1,2
无线传感器网络,概念,0,1,0
无线传感网络,技术,1,1,1
无线传输,传输方式,0,1,0
无线射频识别(RFID)技术,技术,1,0,1
无线局域网,技术,0,1,0
无线微机电系统MEMS,传感器,0,2,2
无线微机电系统MEMS,硬件,1,0,0
无线微机电系统MEMS,设备,1,0,0
无线数据传输,技术,1,0,1
无线电Agent,Agent,0,1,1
无线电频识别 (RFID)技术,技术,1,0,0
无线网络,技术,0,1,1
无维修工作期,性能指标,1,0,0
无维修工作期,概念,0,1,1
无维修工作期生存度,性能指标,1,0,0
无维修工作期生存度,概念,0,1,0
无迹卡尔曼滤波,算法,1,2,0
既抽烟又饮酒的飞行人员生理亚健康得分最高,研究结果,0,0,1
既抽烟又饮酒者生理亚健康得分最高,研究结果,0,1,0
早期基于飞行时间或起落数的使用监视,方法,1,0,0
时变工况,概念,0,1,0
时域分析,技术,0,0,1
时域分析,算法,0,1,1
时序回归预测技术,算法,1,0,0
时序回归预测模型,模型,0,1,0
时延自相关优化处理能有效降低振动信号中的噪声,研究结果,0,0,1
时延自相关目标函数,模型,0,0,1
时间,参数,1,0,0
时间优势,性能指标,1,0,0
时间反向传播,算法,0,0,1
时间同步平均法,算法,0,1,0
时间同步平均法（TSA）,算法,1,0,0
时间因果图模型,模型,1,0,0
时间序列分析,方法,0,1,1
时间序列分析,算法,2,1,0
时间序列分析方法,方法,1,0,0
时间序列分析法与模式识别技术结合,研究结果,0,0,1
时间序列分析预测模型,模型,0,0,1
时间序列分解,算法,1,0,0
时间序列分解模型,模型,0,1,0
时间序列模型,模型,1,0,1
时间序列法,方法,0,1,0
时间序列预测法,算法,0,1,0
时间梯度下降算法,算法,1,0,0
时间步长为20,研究结果,1,0,0
易昭湘,人物,0,1,0
显著提高了故障发现率,研究结果,1,0,0
显著改善了BP网络预测精度,研究结果,1,0,0
普惠公司,公司,0,1,2
普惠公司,机构,1,0,0
普惠公司,组织,1,0,0
景博,人物,1,0,1
景博教授,人物,0,1,1
景小宁,作者,0,1,0
晶体管退化模型,模型,1,1,0
智慧城市,概念,1,1,0
智慧城市,领域,0,1,1
智能BIT,技术,1,2,1
智能BIT,概念,0,1,0
智能BIT,算法,0,0,1
智能BIT技术,技术,0,1,1
智能BIT理论和技术,研究结果,0,0,1
智能互联技术,技术,1,1,1
智能人机交互,功能,1,1,0
智能人机交互,技术,0,0,1
智能优化算法,技术,0,0,1
智能传感技术,技术,0,1,1
智能信息处理与融合技术,概念,0,0,1
智能健康管理技术,技术领域,0,1,0
智能决策技术,技术,1,1,1
智能制造,技术,1,0,0
智能制造,概念,1,1,0
智能制造,领域,0,0,1
智能前缘下垂机翼概念,概念,1,0,0
智能化,发展趋势,1,0,0
智能化,技术,0,0,3
智能化,技术/概念,1,0,0
智能化,概念,0,2,0
智能化,研究结果,0,1,0
智能化,趋势,0,1,0
智能化健康管理,技术,1,0,0
智能化电力系统,技术,0,0,1
智能化航空飞行控制技术,研究,0,0,1
智能增升,技术,1,1,1
智能容错控制技术,方法,0,1,0
智能思维,概念,0,1,0
智能感知技术,技术,1,1,1
智能执行技术,技术,1,1,1
智能推进,理念,1,1,1
智能故障诊断与预测方法,技术,0,0,1
智能故障诊断技术,技术,0,1,0
智能故障诊断技术,研究结果,0,0,1
智能故障诊断算法,算法,1,1,0
智能数字控制器,产品,1,0,0
智能数据仓库,技术,0,1,1
智能机翼,概念,1,0,0
智能材料/结构,技术,0,1,1
智能材料,技术,0,1,0
智能材料,概念,0,1,0
智能材料和标签,技术,0,0,1
智能柔性自适应机翼,技术,1,1,1
智能模型,模型,1,0,0
智能泵源系统,技术,0,1,0
智能泵源系统,技术术语,0,0,1
智能泵源系统,系统/部件,1,0,0
智能涂层传感器,传感器,1,2,0
智能涂层裂纹监测,方法,0,1,0
智能涂层裂纹监测技术,技术,0,0,1
智能物理信息系统,概念,0,1,0
智能监测系统,技术,0,0,1
智能算法,算法,2,1,0
智能管控,应用,0,1,0
智能维护技术,技术,2,2,2
智能维护系统,技术,0,0,1
智能维护系统,模型,1,0,0
智能自动化公司,组织,0,1,0
智能航空发动机,概念,1,0,0
智能航空发动机,研究结果,0,0,1
智能航空发动机,系统,0,1,0
智能节点,技术,0,0,1
智能芯片,技术,1,0,0
智能芯片,硬件,0,0,1
智能芯片,芯片,0,1,0
智能融合,方法,1,0,0
智能融合,算法,0,1,1
智能装配技术,技术,1,1,1
智能阴联汽车测试评价发展现状及思考,技术领域,0,1,0
智能飞控系统,技术,0,1,1
智能飞控系统,系统,1,0,0
智能驾驶舱技术,技术,1,1,1
更好的故障趋势预测能力,研究结果,0,1,0
更好的数据融合方法,研究问题,1,0,0
更好的数据融合方法,问题,0,1,0
更好的系统态势估计技术,问题,0,1,0
更新函数,函数,1,0,0
更新过程,算法,1,0,0
更新过程,过程,0,1,0
更有效的综合模型,问题,0,1,0
更适合于短期预测,研究结果,1,0,0
更高的趋势拟合度和预测精度,研究结果,1,1,0
最优RMSE值1.879,研究结果,1,0,0
最优参数C=52.3299, γ=0.01,研究结果,1,0,0
最优核参数,性能指标,1,0,0
最优监督模糊均值聚类方法,算法,0,0,1
最优航空发动机传感器故障诊断模型,模型,1,0,0
最佳准则函数法,方法,1,0,0
最佳分布为贝塔分布,研究结果,1,0,0
最佳的视情检查间隔应为每200飞行小时,研究结果,1,0,0
最大位移,性能指标,0,0,1
最大信噪比盲源分离方法,模型,0,0,1
最大拟然估计,算法,1,0,0
最大故障检测时间,指标,0,1,0
最大故障隔离时间,指标,0,1,0
最大模糊数据,指标,0,1,0
最大流量,性能指标,0,0,1
最大状态,发动机状态,0,1,0
最大相对误差,性能指标,1,0,0
最大相对误差在 5% 以内,研究结果,1,0,0
最大相对误差在5%以内,研究结果,0,1,0
最大绝对误差 MaxAE,性能指标,1,0,0
最大绝对误差MaxAE,性能指标,0,0,1
最大绝对误差,性能指标,0,1,0
最大重构次数,参数,0,1,0
最大隶属度原则,性能指标,1,0,0
最大隶属度原则,算法,0,1,0
最大预测时间,指标,0,1,0
最大预测误差,性能指标,1,1,1
最大预测误差为3.2,研究结果,1,0,0
最大预测误差为7.1,研究结果,1,0,0
最小二乘MARPLE算法,方法,1,0,0
最小二乘MARPLE算法,算法,0,1,1
最小二乘,方法,0,1,0
最小二乘,算法,1,1,1
最小二乘回归预测方法,算法,1,0,0
最小二乘拟合,算法,0,0,1
最小二乘拟合模型,模型,0,1,0
最小二乘支持向量回归,方法,0,1,0
最小二乘支持向量回归机,算法,1,1,1
最小二乘支持向量机,算法,3,4,1
最小二乘支持向量机（LS-SVM）,技术,0,0,1
最小二乘支持向量机（LSSVM）,算法,1,0,0
最小二乘法,方法,2,0,0
最小二乘法,算法,2,4,1
最小偏差平方和,算法,1,0,0
最小可信计算基 (Mini TCB),组件,0,1,0
最小可信计算基,概念,0,0,1
最小可信计算基,模型,1,0,0
最小学习误差试验,算法,0,0,1
最小属性集,属性,1,0,0
最小熵解卷积法,方法,0,1,0
最小熵解卷积法,模型,1,0,0
最终训练误差为8.15×10⁻⁶,研究结果,1,0,0
最近邻搜索策略,方法,1,1,1
最适合的模型为ARIMA(2,1,1),研究结果,1,0,0
最速梯度下降法,算法,1,0,0
有人机/无人机协同作战,概念,0,0,1
有人机/无人机协同作战机群PHM系统,系统,1,0,1
有关故障对飞机机载设备和系统的影响的知识,问题,0,1,0
有损耦合传输线模型,模型,1,1,1
有效可靠,研究结果,1,0,0
有效回收率,性能指标,1,0,0
有效性,研究结果,1,0,0
有效性检验,方法,0,1,0
有效恢复了推力响应速度,研究结果,1,0,0
有效检测出故障,研究结果,0,1,0
有效识别飞行状态,研究结果,0,1,0
有效辅助故障部件定位工作,研究结果,0,0,1
有效降低了各子系统之间异构数据交换的难度,研究结果,1,0,0
有效降低成本,研究目标,1,0,0
有源液压测试仪,设备,0,1,0
有源液压测试仪,部件,1,0,0
有源液压测试技术,技术,0,1,1
有源液压测试技术,方法,1,0,0
有源液压测试技术可以在线预测电液换向阀内部不同工作位的总泄漏量以及不同配合副的局部泄漏量,研究结果,0,1,0
有源液压测试技术预测电液换向阀内泄漏的可行性,研究结果,1,0,0
有源液压测试电液换向阀内泄漏模型,模型,1,1,1
有线传输,传输方式,0,1,0
有色随机Petri网络,模型,0,1,0
有行政职务的飞行人员心理亚健康比无行政职务者明显,研究结果,0,0,1
有行政职务者心理亚健康明显,研究结果,0,1,0
有限元/边界元方法,方法,1,0,0
有限元仿真模型,模型,0,1,0
有限元仿真计算,方法,1,0,0
有限元方法,技术,0,1,0
有限元模拟,模型,0,0,1
有限元法,技术,1,0,0
有限控制体积法,方法,1,0,0
有限状态机,技术,0,0,1
有限监视系统,模型,1,0,0
服务(Ss),组成部分,1,0,0
服务Agent,Agent,0,1,0
服务Agent,组件,1,0,0
服务,服务,0,0,1
服务,组件,0,1,0
服务发布层,层,0,1,1
服务型制造业,技术,1,0,0
服务型制造业,概念,0,1,0
服务接口,接口,0,1,0
服务资源,概念,1,1,0
服务资源匹配度,性能指标,1,0,0
服务资源匹配度,研究结果,0,0,1
期望失效数,性能指标,1,0,0
期望提取的故障特征维数为6,研究结果,1,0,0
未来山猫直升机,项目,0,1,0
未来山猫直升机,飞机,0,1,0
未来山猫直升机,飞机型号,1,0,0
未来或下一代民用飞机高升力系统先进技术的发展方向和趋势,研究结果,0,0,1
未来飞机的智能化技术综述与发展展望,研究,0,0,1
未标记样本,实体,0,1,0
本文,文献,1,0,0
本文,研究,1,0,0
本文,研究主体,5,0,0
本文作者,研究者,1,0,0
本文提出的基于PHM的航空装备可用度影响因素仿真分析方法可以支持装备研制过程中装备及其保障系统的设计权衡分析,研究结果,0,0,1
本文提出的方法,方法,1,0,0
本文提出的模型,模型,1,0,0
本文方法,模型,1,0,0
本文方法具有更高的趋势拟合度和预测精度,研究结果,0,0,1
本文方法解决了故障预测时序信息记忆问题与小样本下的模型过拟合问题,研究结果,0,0,1
本文模型,模型,1,1,0
本文研究,研究,1,0,0
本文预测结果,数据,1,0,0
朱新宇,作者,0,1,0
朱新宇,研究人员,1,0,0
机上PHM,系统,3,0,1
机上PHM系统,模型,1,0,0
机上PHM系统,系统,0,1,0
机上在线异常检测的方法,方法,1,0,0
机上故障保护,技术,0,1,0
机上测试,技术,0,1,0
机下PHM,系统,2,0,0
机下PHM系统,系统,0,1,0
机下机上系统接口,系统,0,1,0
机下（地面）PHM,系统,1,0,0
机体结构 PHM,系统,1,0,0
机体载荷测量系统,系统,1,0,0
机内测试(BIT),技术,1,1,1
机内测试BIT,概念,1,0,0
机内测试,技术,1,0,0
机内测试,概念,0,0,1
机内测试,模型,1,0,0
机内测试,算法,1,0,0
机内测试,设备,0,1,0
机内测试技术,技术,2,0,2
机内测试设备(BITE),系统,1,0,0
机内测试设备,系统,0,1,0
机内测试（BIT),技术,1,0,0
机内测试（BIT）,技术,0,1,1
机内测试（Built- In- Test，BIT),技术,1,0,0
机内自测试(BIT),技术,0,0,1
机内自测试,技术,1,0,0
机器人集成装配技术,技术,1,0,0
机器学习,技术,1,1,2
机器学习,方法,2,1,0
机器学习,模型,0,0,1
机器学习,算法,0,3,1
机器学习方法,方法,1,0,0
机器学习算法,技术,0,0,1
机场,利益相关方,0,1,0
机外测试,概念,0,0,1
机械师,人员,0,1,0
机械思维,概念,0,1,0
机械故障,故障模式,1,0,0
机械故障诊断模型,模型,0,0,1
机械故障诊断系统,系统,0,0,1
机械效率因子,参数,0,1,0
机械敲缸系数,参数,0,1,1
机械敲缸系数,特征参数,1,0,0
机械液压模型,模型,0,1,0
机械能,技术,1,0,0
机理模型,模型,0,1,0
机电/动力PHM,系统,0,1,0
机电作动器,作动器类型,0,0,1
机电作动器,系统/部件,1,0,0
机电作动器,部件,1,1,0
机电作动器飞行测试台,技术,0,0,1
机电作动器飞行测试台,系统,1,0,0
机电作动器（EMA）,部件,0,0,1
机电作动器（Electromechanical actuator，EMA）,部件,1,0,0
机电作动系统,系统,0,1,0
机电或动力系统 PHM,系统,1,0,0
机电系统,技术,0,0,1
机组人员信息系统／维修系统（CIS- MS）,系统,1,0,0
机组人员在飞行中所受年有效剂量范围为0.12~9.17mSv,研究结果,1,0,0
机组信息系统,系统,1,0,0
机组警告系统 (CAS),系统,0,1,0
机组警告系统,系统,1,0,0
机组警告系统（Crew Alerting System，简称CAS）,技术,0,0,1
机群PHM管理器,架构组成部分,1,0,0
机群PHM管理器,管理器,0,1,0
机群PHM系统,概念,0,0,1
机群PHM系统,系统,0,1,0
机群PHM系统活动图,概念,0,0,1
机群PHM系统用例图,概念,0,0,1
机群PHM系统顶层架构,架构,1,0,0
机群PHM系统顶层架构,概念,0,0,1
机群保有率,性能指标,1,0,0
机群协同维修决策建模与优化,技术,1,1,1
机翼前缘,部件,1,0,0
机翼变弯度,技术,1,0,0
机翼结构,技术,1,0,0
机舱声音与飞行数据记录仪,技术,0,0,1
机载LVDS数字视频信号采集记录技术,技术,0,0,1
机载PHM,系统,1,0,0
机载PHM,系统/架构,1,0,0
机载PHM系统,系统,4,6,1
机载PHM系统体系结构,系统,0,0,1
机载使用寿命监视系统(OLMOS),系统,1,1,0
机载振动值,参数,0,0,1
机载故障预测与健康管理,技术,0,0,1
机载数据预处理,功能,0,1,0
机载智能实时监控系统,模型,1,0,0
机载智能实时监控系统,系统,1,0,1
机载模型,模型,1,0,0
机载测试系统,系统,0,0,1
机载激光通信,技术,0,0,1
机载燃油测量系统PHM测试床,系统,1,0,0
机载燃油测量系统,系统,1,1,0
机载燃油管理系统,技术,0,0,1
机载的测试维护操作接口,接口,0,1,0
机载监测系统,系统,1,1,0
机载系统,系统,1,2,0
机载自适应实时模型（STORM）技术,技术,1,0,0
机载自适应模型,模型,1,1,1
机载自适应模型,系统,1,0,0
机载自适应模型控制技术,技术,1,0,0
机载自适应调整在线模型(STORM),模型,1,0,0
机载航电系统,系统,0,1,0
机载航空电子系统,系统,0,1,0
机载设备,产品,0,1,0
机载设备,系统,1,0,0
机载设备,设备,1,0,0
机载设备健康管理系统,系统,1,0,1
机载设备全生命周期的高效维护和管理,研究结果,1,0,0
机载设备数据,数据,1,0,0
机载设备数据,数据源,0,1,0
机载设备数据,数据类型,0,0,1
机载设备物理模型,模型,0,0,1
机载设备维护管理系统,系统,1,1,1
机载通信设备,组件,0,1,0
机载部分,系统,1,0,0
机载预测与健康管理（PHM）系统,系统,0,0,1
机队风险评估模型,模型,1,1,1
权矩阵,参数,0,0,1
权重学习,技术,1,0,0
权重训练算法,算法,1,1,1
权限验证服务,服务,0,1,0
李佳璇,人物,0,1,0
李哲,作者,0,0,1
李学仁,人物,1,0,0
李学仁院长,人物,0,1,1
李巍华,人物,1,0,0
李巍华教授,人物,0,1,1
李春华等,研究人员,1,0,0
李洋,人物,0,1,1
李耀华,研究人员,1,0,0
李茜,作者,0,0,1
杜舒明,人物,0,1,0
条件概率分布,函数,1,0,0
条件随机场,算法,0,0,1
杨华勇,人物,0,0,1
杨廷梧,人物,0,2,1
板壳理论,技术,0,0,1
板级支持包,组件,0,1,0
板翅式换热器,部件,1,0,0
极大似然估计,方法,0,1,0
极大似然法,算法,1,1,1
极大提高飞机运行安全性,研究结果,0,0,1
极大熵改进区间层次分析法,方法,0,1,0
极大熵改进区间层次分析法,算法,1,0,0
极端学习机,算法,0,0,1
极速策略人工智能算法,技术,0,0,1
极速策略人工智能算法,算法,1,0,0
极限学习机,方法,0,1,0
极限学习机,模型,1,0,0
极限学习机,算法,0,2,2
极限学习法,方法,1,0,0
极限学习法,算法,0,1,1
构建集成神经网络,研究方向,1,0,0
某军用飞机所属系统,模型,1,0,0
某地区民航空勤人员健康状况分析,研究,1,0,0
某型电子设备,研究对象,1,0,0
某型直升机,研究对象,1,0,0
某型飞机整机,研究对象,1,0,0
某型飞机火控系统,研究对象,1,0,0
某型飞机火控系统,系统,0,1,1
某型飞机综合测试系统,研究对象,1,0,0
柔性机翼技术,技术,1,0,0
标准SVM,算法,1,0,0
标准制定,问题,0,1,0
标准化的功能接口,技术,0,0,1
标准器,设备,0,1,0
标准均方根误差,性能指标,1,1,1
标准差0.05649,研究结果,0,1,0
标准差,参数,0,1,1
标准差,性能指标,2,1,1
标准差,特征量,1,0,0
标准差为0.05649,研究结果,1,0,0
标准差减少了约1.84、3.46、4.23,研究结果,0,1,0
标准热源,设备,1,0,0
标准误差,性能指标,1,1,0
栈式自编码神经网络,模型,1,1,0
栈式自编码算法,算法,1,1,0
树脂转移模塑,工艺,0,1,0
校正后的核心转速,参数,0,1,0
校正后的风扇转速,参数,0,1,0
样本标准差,性能指标,1,0,0
样本离差阵,参数,0,0,1
样本贫化,问题,1,0,0
核主元分析,算法,0,2,0
核主元分析算法,算法,1,0,1
核主成分分析,算法,1,1,1
核函数,函数,1,1,0
核函数,模型,1,0,1
核函数主成分分析方法,算法,0,0,1
核函数理论,理论,1,1,0
核参数,参数,1,1,1
核参数γ,参数,0,1,0
核心涡核控制燃气峰值温度的调控方法,方法,1,1,0
核心网络,模型,1,0,0
核心网络,网络,0,1,0
核心转速,参数,0,1,0
核方法,算法,1,0,0
核极限学习机 (KELM),算法,1,0,0
格林函数,参数,0,0,1
框架表示法,方法,1,0,0
案例匹配法,技术,0,1,0
案例匹配法,算法,1,0,0
案例推理,技术,0,1,0
案例推理,方法,1,0,0
案例推理和基于规则的不确定性推理的预测方法,方法,0,0,1
案例检索 Agent,Agent,0,0,1
案例检索Agent,Agent,0,1,0
案例管理 Agent,Agent,0,0,1
案例管理Agent,Agent,0,1,0
桨扇发动机(UDF),技术,1,0,1
桨扇发动机,技术,0,1,0
梁天辰,作者,0,0,1
梁威,人物,0,0,1
梯度下降法,算法,1,1,0
梯度下降的算法,算法,1,0,0
梯度修正法,方法,0,1,0
梯度弥散,问题,1,0,0
梯度提升回归,模型,1,1,0
梯度映射,函数,0,1,0
梯度消失,研究问题,1,0,0
梯度消失,问题,1,0,0
梯度消失问题,研究问题,1,0,0
梯度爆炸,问题,1,0,0
梯形函数,函数,0,1,0
梯次推理,理论,1,0,0
梯次推理算法,算法,1,1,1
梯次推理较之顺序推理有着明显的时间优势和较好的知识元结构强度,研究结果,0,0,1
检出率(TPR),性能指标,1,0,0
检出率,性能指标,0,1,1
检查时间只需要8.5min,性能指标,1,0,0
检测参数,参数,0,0,1
检测时间,性能指标,2,1,0
检测率,性能指标,1,2,0
检测率和虚警率,研究结果,0,0,1
概念设计,过程,0,1,0
概率分布拟合,研究领域,1,0,0
概率模型,模型,0,1,0
概率神经网络,model,0,1,0
概率神经网络,算法,0,1,0
概率神经网络（PNN）,模型,1,0,0
概率统计模型,技术,0,1,0
概率统计模型,模型,1,0,0
概率论,理论,1,0,0
