semantic_pattern,syntactic_key,display_path,example,path_len,title,subject,object
流程 → 包含 → 环节,nn->cc,寿命(nn) — 和(cc),[寿命预计流程] → [损伤计算及寿命评估],2,基于健康监测的飞机结构寿命预测技术,寿命预计流程,损伤计算及寿命评估
流程 → 包含 → 环节,cc->nn->conj->dobj->root->root->dobj->nn->punct->nn->conj,和(cc) — 寿命(nn) — 控制(conj) — 预测(dobj) — 给出(root) — 阐述(root) — 环节(dobj) — 验证(nn) — 、(punct) — 结果(nn) — 输出(conj),[寿命预计流程] → [结果输出及方程验证],11,基于健康监测的飞机结构寿命预测技术,寿命预计流程,结果输出及方程验证
流程 → 包含 → 环节,nn,发动机(nn),[发动机健康管理流程] → [发动机状态监测],1,面向MRO的民航发动机拆发日期预测系统,发动机健康管理流程,发动机状态监测
流程 → 包含 → 环节,nn->assmod->pobj->prep->root->dobj->nn->nn->nn,发动机(nn) — 大修(assmod) — 需求(pobj) — 针对(prep) — 开发(root) — 系统(dobj) — 日期(nn) — 拆发(nn) — 预测(nn),[发动机健康管理流程] → [拆发日期预测],9,面向MRO的民航发动机拆发日期预测系统,发动机健康管理流程,拆发日期预测
流程 → 包含 → 环节,nn->assmod->punct->conj,发动机(nn) — 大修(assmod) — 、(punct) — 维修(conj),[发动机健康管理流程] → [维修决策],4,面向MRO的民航发动机拆发日期预测系统,发动机健康管理流程,维修决策
方法 → 存在 → 问题,nn->nsubj->root->root->dobj->rcmod->cc->dep,监测(nn) — 技术(nsubj) — 发挥(root) — 总结(root) — 因素(dobj) — 研究(rcmod) — 及(cc) — 限制(dep),[基于裂纹的监测方法] → [应用限制因素],8,基于健康监测的飞机结构寿命预测技术,基于裂纹的监测方法,应用限制因素
方法 → 存在 → 问题,amod->nn->nn->nsubj->root->dobj->vmod->nsubj->neg,传统(amod) — 健康(nn) — 管理(nn) — 方式(nsubj) — 存在(root) — 问题(dobj) — 完备(vmod) — 知识(nsubj) — 不(neg),[传统健康管理方式] → [知识不完备],9,基于数字孪生的飞机起落架健康管理技术,传统健康管理方式,知识不完备
方法 → 存在 → 问题,amod->nn->nn->nsubj->root->dobj->vmod->conj->nsubj->neg,传统(amod) — 健康(nn) — 管理(nn) — 方式(nsubj) — 存在(root) — 问题(dobj) — 完备(vmod) — 平衡(conj) — 数据(nsubj) — 不(neg),[传统健康管理方式] → [数据不平衡],10,基于数字孪生的飞机起落架健康管理技术,传统健康管理方式,数据不平衡
方法 → 存在 → 问题,amod->nn->nn->nsubj->root->dobj->vmod->conj->nsubj,传统(amod) — 健康(nn) — 管理(nn) — 方式(nsubj) — 存在(root) — 问题(dobj) — 完备(vmod) — 固化(conj) — 模型(nsubj),[传统健康管理方式] → [模型固化],9,基于数字孪生的飞机起落架健康管理技术,传统健康管理方式,模型固化
领域 → 未来研究方向 → 研究方向,nn->nsubj->pccomp->prep->root->root->nsubj->nn->nn->nn,航空(nn) — 领域(nsubj) — 开展(pccomp) — 对(prep) — 进行(root) — 发挥(root) — 技术(nsubj) — 结构(nn) — 健康(nn) — 监测(nn),[航空领域] → [结构健康监测智能化],10,基于健康监测的飞机结构寿命预测技术,航空领域,结构健康监测智能化
技术 → 解决 → 问题,nn->nn->nn->dobj->root->prep->pccomp->dobj->rcmod->nsubj->amod->nn->nn,预测(nn) — 技术(nn) — 故障(nn) — 研究(dobj) — 开展(root) — 为(prep) — 解决(pccomp) — 难题(dobj) — 高(rcmod) — 费用(nsubj) — 全(amod) — 寿命(nn) — 周期(nn),[故障预测技术] → [全寿命周期费用],13,基于免疫神经网络的航空设备故障预测研究,故障预测技术,全寿命周期费用
技术 → 解决 → 问题,nn->nn->nn->dobj->root->prep->pccomp->dobj->rcmod->conj->nsubj->nsubj,预测(nn) — 技术(nn) — 故障(nn) — 研究(dobj) — 开展(root) — 为(prep) — 解决(pccomp) — 难题(dobj) — 高(rcmod) — 差(conj) — 经济(nsubj) — 可承受性(nsubj),[故障预测技术] → [经济可承受性],12,基于免疫神经网络的航空设备故障预测研究,故障预测技术,经济可承受性
技术 → 解决 → 问题,nn->dobj->root->root->pobj->vmod->dep,Dropout(nn) — 机制(dobj) — 引入(root) — 针对(root) — 问题(pobj) — 大(vmod) — 等(dep),[Dropout机制] → [过拟合问题],7,基于多模型融合的航空电子产品故障预测方法,Dropout机制,过拟合问题
技术 → 解决 → 问题,rcmod->dobj->dobj->conj->root->root->prep->pccomp->conj->nsubj->nn,含(rcmod) — Dropout(dobj) — 训练(dobj) — 进行(conj) — 提出(root) — 是(root) — 由于(prep) — 存在(pccomp) — 存在(conj) — 分布(nsubj) — 数据(nn),[含Dropout的迁移训练] → [数据分布差异带来的预测偏差],11,基于多深度置信网络融合的航空电子设备故障预测,含Dropout的迁移训练,数据分布差异带来的预测偏差
技术 → 解决 → 问题,nn->nn->lobj->loc->nsubj->nn->advmod,液压(nn) — 系统(nn) — 换向阀(lobj) — 内(loc) — 泄漏(nsubj) — 电液(nn) — 无法(advmod),[有源液压测试技术] → [电液换向阀内泄漏无法预测的问题],7,基于有源液压测试的电液换向阀泄漏预测理论与应用研究,有源液压测试技术,电液换向阀内泄漏无法预测的问题
技术 → 解决 → 问题,conj->assmod->pobj->prep->root->root->ccomp->conj->dobj->assmod->assm->conj,技术(conj) — 技术(assmod) — 发展(pobj) — 随着(prep) — 复杂(root) — 研究(root) — 采用(ccomp) — 解决(conj) — 问题(dobj) — 在(assmod) — 的(assm) — 可靠性(conj),[系统管理技术] → [可靠性问题],12,综合化航空电子的系统管理技术,系统管理技术,可靠性问题
技术 → 解决 → 问题,conj->assmod->pobj->prep->root->root->ccomp->conj->dobj->nn,技术(conj) — 技术(assmod) — 发展(pobj) — 随着(prep) — 复杂(root) — 研究(root) — 采用(ccomp) — 解决(conj) — 问题(dobj) — 可用性(nn),[系统管理技术] → [可用性问题],10,综合化航空电子的系统管理技术,系统管理技术,可用性问题
技术 → 解决 → 问题,rcmod->amod->dobj->pobj->prep->dep->root->root->conj->dep->dobj,增加(rcmod) — 线性(amod) — 约束(dobj) — 方式(pobj) — 通过(prep) — 解决(dep) — 研究(root) — 具有(root) — 使得(conj) — 具有(dep) — 不确定性(dobj),[增加线性约束] → [不确定性问题],11,飞机性能参数预测的不确定性处理,增加线性约束,不确定性问题
算法 → 改进 → 模型组件,nn->dobj->root->dobj->amod->nn,免疫(nn) — 算法(dobj) — 采用(root) — 函数(dobj) — 隐含层(amod) — 激励(nn),[免疫算法] → [隐含层激励函数],6,基于免疫神经网络的航空设备故障预测研究,免疫算法,隐含层激励函数
算法 → 构建 → Model,nn->dobj->root->conj->dobj->nn->nn,免疫(nn) — 算法(dobj) — 采用(root) — 得到(conj) — 网络(dobj) — 免疫(nn) — 神经(nn),[免疫算法] → [免疫神经网络],7,基于免疫神经网络的航空设备故障预测研究,免疫算法,免疫神经网络
算法 → 构建 → Model,amod->nn->pobj,遗传(amod) — 神经(nn) — 网络(pobj),[改进遗传算法] → [遗传神经网络],3,基于遗传神经网络的航空装备故障预测,改进遗传算法,遗传神经网络
Model → 实现 → 任务,nn->nn->dobj->conj->root->root->dobj->nn->nn,免疫(nn) — 神经(nn) — 网络(dobj) — 得到(conj) — 采用(root) — 开展(root) — 研究(dobj) — 故障(nn) — 预测(nn),[免疫神经网络] → [故障预测],9,基于免疫神经网络的航空设备故障预测研究,免疫神经网络,故障预测
Model → 实现 → 任务,amod->nn->pobj->assmod->dobj->nn->nn,遗传(amod) — 神经(nn) — 网络(pobj) — 基于(assmod) — 研究(dobj) — 故障(nn) — 预测(nn),[遗传神经网络] → [故障预测],7,基于遗传神经网络的航空装备故障预测,遗传神经网络,故障预测
任务 → 存在问题 → 问题,nn->nn->nn->nn->nn->lobj->loc->rcmod->nn->nsubj->neg,航空(nn) — 发动机(nn) — 轴承(nn) — 诊断(nn) — 故障(nn) — 过程(lobj) — 中(loc) — 足(rcmod) — 预测(nn) — 精度(nsubj) — 不(neg),[航空发动机轴承故障诊断] → [预测精度不足],11,基于半监督迁移学习的轴承故障诊断方法,航空发动机轴承故障诊断,预测精度不足
任务 → 存在问题 → 问题,nn->nn->nn->nn->nn->lobj->loc->rcmod->conj->neg,航空(nn) — 发动机(nn) — 轴承(nn) — 诊断(nn) — 故障(nn) — 过程(lobj) — 中(loc) — 足(rcmod) — 拟合(conj) — 过(neg),[航空发动机轴承故障诊断] → [过拟合],10,基于半监督迁移学习的轴承故障诊断方法,航空发动机轴承故障诊断,过拟合
方法 → 迁移 → 数据,dobj->rcmod->nsubj->ccomp->root->root->dobj->amod->nn,学习(dobj) — 基于(rcmod) — 学习器(nsubj) — 用以(ccomp) — 提出(root) — 迁移(root) — 样本(dobj) — 高(amod) — 相似度(nn),[极限学习机(TELM)] → [高相似度样本],9,基于半监督迁移学习的轴承故障诊断方法,极限学习机(TELM),高相似度样本
方法 → 迁移 → 数据,nn->assm->rcmod->dobj->root->dobj->amod->nn,支持(nn) — 的(assm) — 基于(rcmod) — 向量机(dobj) — 迁移(root) — 样本(dobj) — 高(amod) — 相似度(nn),[支持向量机(TSVM)] → [高相似度样本],8,基于半监督迁移学习的轴承故障诊断方法,支持向量机(TSVM),高相似度样本
数据 → 加入 → 数据,amod->nn->dobj->root->dep->dobj->amod->nn,高(amod) — 相似度(nn) — 样本(dobj) — 迁移(root) — 加入(dep) — 空间(dobj) — 源(amod) — 样本(nn),[高相似度样本] → [源样本空间],8,基于半监督迁移学习的轴承故障诊断方法,高相似度样本,源样本空间
方法 → 识别 → 数据,nsubj->ccomp->root->root->dobj,学习器(nsubj) — 用以(ccomp) — 提出(root) — 迁移(root) — 样本(dobj),[同簇学习器] → [未标记样本],5,基于半监督迁移学习的轴承故障诊断方法,同簇学习器,未标记样本
方法 → 调整 → 参数,amod->nn->cpm->rcmod->nsubj,半(amod) — 监督(nn) — 的(cpm) — 基于(rcmod) — 学习器(nsubj),[半监督学习器] → [初始基学习器权重],5,基于半监督迁移学习的轴承故障诊断方法,半监督学习器,初始基学习器权重
方法 → 降低 → 问题,nn->nn->nn->lobj->loc->rcmod->pobj->prep->root->ccomp->nsubj->rcmod->dobj->nn,轴承(nn) — 诊断(nn) — 故障(nn) — 过程(lobj) — 中(loc) — 足(rcmod) — 问题(pobj) — 针对(prep) — 提出(root) — 用以(ccomp) — 学习器(nsubj) — 基于(rcmod) — 学习(dobj) — 迁移(nn),[基于半监督迁移学习的轴承故障诊断方法] → [负迁移效果],14,基于半监督迁移学习的轴承故障诊断方法,基于半监督迁移学习的轴承故障诊断方法,负迁移效果
方法 → 提升 → Performance Metric,nn->nn->nn->lobj->loc->rcmod->nsubj,轴承(nn) — 诊断(nn) — 故障(nn) — 过程(lobj) — 中(loc) — 足(rcmod) — 精度(nsubj),[基于半监督迁移学习的轴承故障诊断方法] → [迁移精度],7,基于半监督迁移学习的轴承故障诊断方法,基于半监督迁移学习的轴承故障诊断方法,迁移精度
方法 → 提升 → Performance Metric,nn->cpm->nn->dobj->pccomp->rcmod->dobj->root->prep->pccomp->dobj->rcmod->nsubj->nn->prnmod->punct,性能(nn) — 的(cpm) — 扩增(nn) — 参数(dobj) — 生成(pccomp) — 基于(rcmod) — 方法(dobj) — 提出(root) — 为(prep) — 解决(pccomp) — 问题(dobj) — 低(rcmod) — 维度(nsubj) — 装置(nn) — APU(prnmod) — ((punct),[性能参数扩增方法] → [APU剩余寿命预测的准确性],16,面向飞机辅助动力装置在翼剩余寿命预测的性能参数扩增方法,性能参数扩增方法,APU剩余寿命预测的准确性
任务 → 保障 → 目标,dep->root->prep->pccomp->dobj->nn,检测(dep) — 具有(root) — 对于(prep) — 实现(pccomp) — 安全(dobj) — 飞行(nn),[故障检测] → [飞行安全],6,基于回声状态网络的飞机混沌时间序列预测模型,故障检测,飞行安全
任务 → 保障 → 目标,assmod->assm->nn->dobj->conj->dep->root->prep->pccomp->dobj->nn,状态(assmod) — 的(assm) — 变化(nn) — 趋势(dobj) — 预测(conj) — 检测(dep) — 具有(root) — 对于(prep) — 实现(pccomp) — 安全(dobj) — 飞行(nn),[状态变化趋势预测] → [飞行安全],11,基于回声状态网络的飞机混沌时间序列预测模型,状态变化趋势预测,飞行安全
任务 → 保障 → 目标,nn->assmod->nsubj->root->prep->pccomp->dobj->nn->nn->dobj,操纵面(nn) — 故障(assmod) — 预测(nsubj) — 具有(root) — 对(prep) — 保障(pccomp) — 可靠(dobj) — 飞机(nn) — 安全(nn) — 工作(dobj),[飞机操纵面故障的准确预测] → [飞机安全可靠工作],10,飞机操纵面故障的多参数预测模型,飞机操纵面故障的准确预测,飞机安全可靠工作
预测模型 → 改进 → 基础模型,conj->dobj->assmod,预测(conj) — 趋势(dobj) — 状态(assmod),[基于小波降噪的回声状态网络预测模型] → [回声状态网络],3,基于回声状态网络的飞机混沌时间序列预测模型,基于小波降噪的回声状态网络预测模型,回声状态网络
预测模型 → 采用 → 方法,conj->dep->root->root->dobj->rcmod->dobj->nn,预测(conj) — 检测(dep) — 具有(root) — 构建(root) — 模型(dobj) — 基于(rcmod) — 降噪(dobj) — 小波(nn),[基于小波降噪的回声状态网络预测模型] → [小波变换],8,基于回声状态网络的飞机混沌时间序列预测模型,基于小波降噪的回声状态网络预测模型,小波变换
方法 → 用于 → 处理步骤,nn->dobj,小波(nn) — 降噪(dobj),[小波变换] → [降噪预处理],2,基于回声状态网络的飞机混沌时间序列预测模型,小波变换,降噪预处理
处理步骤 → 针对 → 数据,dobj->rcmod->dobj->root->root->conj->dep->prep->pobj->amod->nn,降噪(dobj) — 基于(rcmod) — 模型(dobj) — 构建(root) — 保留(root) — 采取(conj) — 进行(dep) — 对(prep) — 序列(pobj) — 混沌(amod) — 时间(nn),[降噪预处理] → [混沌时间序列],11,基于回声状态网络的飞机混沌时间序列预测模型,降噪预处理,混沌时间序列
预测模型 → 提高 → Performance Metric,conj,预测(conj),[基于小波降噪的回声状态网络预测模型] → [预测精度],1,基于回声状态网络的飞机混沌时间序列预测模型,基于小波降噪的回声状态网络预测模型,预测精度
数据 → 用于验证 → 预测模型,nsubj->rcmod->dobj->dep->conj,飞机(nsubj) — 发生(rcmod) — 故障(dobj) — 检测(dep) — 预测(conj),[飞机发动机滑油散热器温度时间序列数据] → [基于小波降噪的回声状态网络预测模型],5,基于回声状态网络的飞机混沌时间序列预测模型,飞机发动机滑油散热器温度时间序列数据,基于小波降噪的回声状态网络预测模型
参数 → 表现 → 故障,nn->amod->nn->nsubj->rcmod->dobj->nn->nn,系统(nn) — 可测(amod) — 状态(nn) — 参量(nsubj) — 表现(rcmod) — 情况(dobj) — 操纵面(nn) — 故障(nn),[系统可测状态参量] → [操纵面故障情况],8,基于多因子高阶模糊变动的飞机操纵面故障趋势预测,系统可测状态参量,操纵面故障情况
方法 → 扩展 → 方法,nummod->nn->amod->nn->dobj->rcmod->dobj->root->prep->pobj->nn,多(nummod) — 因子(nn) — 高阶(amod) — 模糊(nn) — 变动(dobj) — 基于(rcmod) — 方法(dobj) — 提出(root) — 针对(prep) — 问题(pobj) — 预测(nn),[基于多因子高阶模糊变动的方法] → [模糊时间序列预测方法],11,基于多因子高阶模糊变动的飞机操纵面故障趋势预测,基于多因子高阶模糊变动的方法,模糊时间序列预测方法
方法 → 利用 → 数据,nummod->nn->amod->nn->rcmod->dobj,多(nummod) — 因子(nn) — 高阶(amod) — 模糊(nn) — 基于(rcmod) — 变动(dobj),[基于多因子高阶模糊变动的方法] → [多元时间序列的变动值],6,基于多因子高阶模糊变动的飞机操纵面故障趋势预测,基于多因子高阶模糊变动的方法,多元时间序列的变动值
方法 → 利用 → 数据,nn->nn->nn->nn->conj->cpm->rcmod->dobj->root->prep->pccomp->dobj->assmod->assm->nn,PHM(nn) — 诊断(nn) — 能力(nn) — 外场(nn) — 评估(conj) — 的(cpm) — 基于(rcmod) — 方法(dobj) — 提出(root) — 针对(prep) — 缺乏(pccomp) — 手段(dobj) — 系统(assmod) — 的(assm) — 外场(nn),[PHM诊断能力外场评估和验证方法] → [外场数据],15,飞机PHM系统故障诊断能力外场验证模型,PHM诊断能力外场评估和验证方法,外场数据
数据 → 构建 → 模型组件,dobj->nn->nn,变动(dobj) — 模糊(nn) — 因子(nn),[多元时间序列的变动值] → [多辅助因子模糊逻辑关系],3,基于多因子高阶模糊变动的飞机操纵面故障趋势预测,多元时间序列的变动值,多辅助因子模糊逻辑关系
方法 → 划分 → 概念,cpm->dobj->rcmod->root->root->conj->nsubj,的(cpm) — 方法(dobj) — 基于(rcmod) — 提出(root) — 采用(root) — 划分(conj) — 论域(nsubj),[自组织映射(SOM)方法] → [论域],7,基于多因子高阶模糊变动的飞机操纵面故障趋势预测,自组织映射(SOM)方法,论域
Model → 基于 → 特性,nummod->nn->amod->nn->dobj->rcmod->dobj->root->prep->dobj->rcmod->cpm,多(nummod) — 因子(nn) — 高阶(amod) — 模糊(nn) — 变动(dobj) — 基于(rcmod) — 方法(dobj) — 提出(root) — 结合(prep) — 特点(dobj) — 表现(rcmod) — 的(cpm),[多因子高阶模糊变动预测模型] → [时间序列的周期性特点],12,基于多因子高阶模糊变动的飞机操纵面故障趋势预测,多因子高阶模糊变动预测模型,时间序列的周期性特点
Model → 预测 → 应用案例,nummod->nn->amod->nn->dobj->rcmod->dobj->root->prep->pobj->nn->nn,多(nummod) — 因子(nn) — 高阶(amod) — 模糊(nn) — 变动(dobj) — 基于(rcmod) — 方法(dobj) — 提出(root) — 针对(prep) — 问题(pobj) — 故障(nn) — 趋势(nn),[多因子高阶模糊变动预测模型] → [左副翼损伤故障趋势],12,基于多因子高阶模糊变动的飞机操纵面故障趋势预测,多因子高阶模糊变动预测模型,左副翼损伤故障趋势
Model → 判别 → 指标,nn,故障(nn),[故障映射模型] → [故障类型],1,基于多因子高阶模糊变动的飞机操纵面故障趋势预测,故障映射模型,故障类型
Model → 判别 → 指标,nn,故障(nn),[故障映射模型] → [故障程度],1,基于多因子高阶模糊变动的飞机操纵面故障趋势预测,故障映射模型,故障程度
Model → 具有 → 能力,nummod->nn->amod->nn->dobj->rcmod->dobj->root->prep->pobj->nn->nn->nn,多(nummod) — 因子(nn) — 高阶(amod) — 模糊(nn) — 变动(dobj) — 基于(rcmod) — 方法(dobj) — 提出(root) — 针对(prep) — 问题(pobj) — 故障(nn) — 趋势(nn) — 预测(nn),[多因子高阶模糊变动预测模型] → [更好的故障趋势预测能力],13,基于多因子高阶模糊变动的飞机操纵面故障趋势预测,多因子高阶模糊变动预测模型,更好的故障趋势预测能力
核心问题 → 属于 → 技术领域,nn->nn->amod->dep->root->attr->assmod->nn->nn->conj,航空(nn) — 发动机(nn) — 剩余(amod) — 寿命(dep) — 是(root) — 问题(attr) — 管理(assmod) — 设备(nn) — 故障(nn) — 预测(conj),[航空发动机剩余寿命预测] → [设备故障预测与健康管理],10,基于多尺度LSTM预测模型研究,航空发动机剩余寿命预测,设备故障预测与健康管理
Model → 解决 → 核心问题,nummod->nn->nn->amod->amod->amod->nn->nn->nn->dobj->root->root->dep->nn->nn->amod,多(nummod) — 尺度(nn) — 注意力(nn) — 双向(amod) — 长(amod) — 短期(amod) — 记忆(nn) — 神经(nn) — 网络(nn) — 模型(dobj) — 提出(root) — 是(root) — 寿命(dep) — 航空(nn) — 发动机(nn) — 剩余(amod),[多尺度注意力双向长短期记忆神经网络模型] → [航空发动机剩余寿命预测],16,基于多尺度LSTM预测模型研究,多尺度注意力双向长短期记忆神经网络模型,航空发动机剩余寿命预测
数据 → 具有 → 数据特点,nn->dep->root->root->pobj->vmod->nsubj,发动机(nn) — 寿命(dep) — 是(root) — 针对(root) — 挑战(pobj) — 高(vmod) — 维度(nsubj),[发动机数据] → [高维度],7,基于多尺度LSTM预测模型研究,发动机数据,高维度
数据 → 具有 → 数据特点,nn->dep->root->root->pobj->vmod->punct->nsubj,发动机(nn) — 寿命(dep) — 是(root) — 针对(root) — 挑战(pobj) — 高(vmod) — 、(punct) — 滞后性(nsubj),[发动机数据] → [强滞后性],8,基于多尺度LSTM预测模型研究,发动机数据,强滞后性
数据 → 具有 → 数据特点,nn->dep->root->root->pobj->vmod->cc->nsubj,发动机(nn) — 寿命(dep) — 是(root) — 针对(root) — 挑战(pobj) — 高(vmod) — 和(cc) — 复杂度(nsubj),[发动机数据] → [高复杂度],8,基于多尺度LSTM预测模型研究,发动机数据,高复杂度
技术 → 提取 → 特征,amod->amod->amod->nn->nn->nn->dobj->rcmod->cpm->nummod->nn,双向(amod) — 长(amod) — 短期(amod) — 记忆(nn) — 网络(nn) — 神经(nn) — 模型(dobj) — 基于(rcmod) — 的(cpm) — 多(nummod) — 尺度(nn),[双向长短期记忆神经网络] → [多尺度特征],11,基于多尺度LSTM预测模型研究,双向长短期记忆神经网络,多尺度特征
算法 → 引入 → 技术,nn->nn->dobj->rcmod->dobj->nn,自(nn) — 训练(nn) — 权重(dobj) — 基于(rcmod) — 模型(dobj) — 注意力(nn),[自训练权重融合算法] → [注意力机制],6,基于多尺度LSTM预测模型研究,自训练权重融合算法,注意力机制
算法 → 提高 → 评价指标,nn->nn->dobj->rcmod->dobj->root->root->dep->prnmod->punct->top,自(nn) — 训练(nn) — 权重(dobj) — 基于(rcmod) — 模型(dobj) — 提出(root) — 是(root) — 寿命(dep) — RUL(prnmod) — ）(punct) — 预测(top),[自训练权重融合算法] → [预测精度],11,基于多尺度LSTM预测模型研究,自训练权重融合算法,预测精度
Model → 在...上验证 → Dataset,nummod->nn->nn->amod->amod->amod->nn->nn->nn->dobj->root->root->pobj->vmod->nsubj->nn,多(nummod) — 尺度(nn) — 注意力(nn) — 双向(amod) — 长(amod) — 短期(amod) — 记忆(nn) — 神经(nn) — 网络(nn) — 模型(dobj) — 提出(root) — 针对(root) — 挑战(pobj) — 高(vmod) — 维度(nsubj) — 数据(nn),[多尺度注意力双向长短期记忆神经网络模型] → [C-MAPSS数据集],16,基于多尺度LSTM预测模型研究,多尺度注意力双向长短期记忆神经网络模型,C-MAPSS数据集
Model → 提升 → 评价指标,nummod->nn->nn->amod->amod->amod->nn->nn->nn->dobj->root->root->prep->plmod->lobj->nn->conj,多(nummod) — 尺度(nn) — 注意力(nn) — 双向(amod) — 长(amod) — 短期(amod) — 记忆(nn) — 神经(nn) — 网络(nn) — 模型(dobj) — 提出(root) — 有所(root) — 在(prep) — 上(plmod) — 指标(lobj) — 误差(nn) — 准确率(conj),[多尺度注意力双向长短期记忆神经网络模型] → [准确率],17,基于多尺度LSTM预测模型研究,多尺度注意力双向长短期记忆神经网络模型,准确率
Model → 提升 → 评价指标,nummod->nn->nn->amod->amod->amod->nn->nn->nn->dobj->root->root->prep->plmod->lobj->nn->nn,多(nummod) — 尺度(nn) — 注意力(nn) — 双向(amod) — 长(amod) — 短期(amod) — 记忆(nn) — 神经(nn) — 网络(nn) — 模型(dobj) — 提出(root) — 有所(root) — 在(prep) — 上(plmod) — 指标(lobj) — 误差(nn) — 均方根(nn),[多尺度注意力双向长短期记忆神经网络模型] → [均方根误差],17,基于多尺度LSTM预测模型研究,多尺度注意力双向长短期记忆神经网络模型,均方根误差
指标 → 支撑 → 应用,amod->nsubj->root->prep->pobj->assmod->amod,剩余(amod) — 寿命(nsubj) — 识别(root) — 作为(prep) — 支撑(pobj) — 维修(assmod) — 预测性(amod),[剩余寿命] → [预测性维修],7,基于多层LSTM的复杂系统剩余寿命智能预测,剩余寿命,预测性维修
技术 → 识别 → 概念,nn->nsubj->root->dobj->nn->nn,智能(nn) — 预测(nsubj) — 识别(root) — 规律(dobj) — 寿命(nn) — 变化(nn),[智能预测] → [寿命变化规律],6,基于多层LSTM的复杂系统剩余寿命智能预测,智能预测,寿命变化规律
技术 → 预测 → 指标,nn->nsubj->root->nsubj->amod,智能(nn) — 预测(nsubj) — 识别(root) — 寿命(nsubj) — 剩余(amod),[智能预测] → [剩余寿命],5,基于多层LSTM的复杂系统剩余寿命智能预测,智能预测,剩余寿命
Model → 防止 → 问题,nsubj->root->root->conj->ccomp->nsubj,预测(nsubj) — 识别(root) — 构建(root) — 防止(conj) — 消失(ccomp) — 梯度(nsubj),[多层LSTM预测模型] → [梯度消失],6,基于多层LSTM的复杂系统剩余寿命智能预测,多层LSTM预测模型,梯度消失
Model → 提取 → 特征,nsubj->root->root->dep->dobj->amod->nn->nn->nn,预测(nsubj) — 识别(root) — 构建(root) — 提取(dep) — 特征(dobj) — 深(amod) — 层次(nn) — 关联性(nn) — 抽象(nn),[多层LSTM预测模型] → [深层次关联性抽象特征],9,基于多层LSTM的复杂系统剩余寿命智能预测,多层LSTM预测模型,深层次关联性抽象特征
Model → 处理 → 数据,nsubj->root->root->prep->pobj->nn,预测(nsubj) — 识别(root) — 构建(root) — 针对(prep) — 数据(pobj) — 时序(nn),[多层LSTM预测模型] → [时序数据],6,基于多层LSTM的复杂系统剩余寿命智能预测,多层LSTM预测模型,时序数据
方法 → 减少 → 问题,nn->dobj->root->conj->dobj->amod,Dropout(nn) — 方法(dobj) — 利用(root) — 减少(conj) — 拟合(dobj) — 过(amod),[Dropout方法] → [过拟合],6,基于多层LSTM的复杂系统剩余寿命智能预测,Dropout方法,过拟合
方法 → 评估 → 属性,nn->nn->dobj->conj->root->root->nsubj,误差(nn) — 得分(nn) — 函数(dobj) — 设计(conj) — 利用(root) — 识别(root) — 预测(nsubj),[误差得分函数] → [预测模型的不确定性],7,基于多层LSTM的复杂系统剩余寿命智能预测,误差得分函数,预测模型的不确定性
应用案例 → 验证 → Model,nn->pobj->prep->conj->root->root->nsubj,航空(nn) — 发动机(pobj) — 以(prep) — 为(conj) — 验证(root) — 识别(root) — 预测(nsubj),[航空发动机] → [多层LSTM预测模型],7,基于多层LSTM的复杂系统剩余寿命智能预测,航空发动机,多层LSTM预测模型
方法 → 针对 → 任务,nn->nsubj->nn->nn->nn,故障(nn) — 预测(nsubj) — 航空(nn) — 电子(nn) — 产品(nn),[多模型融合故障预测方法] → [航空电子产品故障预测],5,基于多模型融合的航空电子产品故障预测方法,多模型融合故障预测方法,航空电子产品故障预测
任务 → 面临 → 问题,nn->nn->nn->nn->nsubj->rcmod->pobj->vmod->nn->nn->nsubj,航空(nn) — 电子(nn) — 产品(nn) — 故障(nn) — 预测(nsubj) — 面临(rcmod) — 问题(pobj) — 大(vmod) — 退化(nn) — 趋势(nn) — 差异(nsubj),[航空电子产品故障预测] → [退化趋势差异大],11,基于多模型融合的航空电子产品故障预测方法,航空电子产品故障预测,退化趋势差异大
任务 → 面临 → 问题,nn->nn->nn->nn->nsubj->rcmod->pobj->vmod->conj->nn->nn->nsubj->nsubj,航空(nn) — 电子(nn) — 产品(nn) — 故障(nn) — 预测(nsubj) — 面临(rcmod) — 问题(pobj) — 大(vmod) — 小(conj) — 训练(nn) — 数据(nn) — 样本(nsubj) — 量(nsubj),[航空电子产品故障预测] → [训练数据样本量小],13,基于多模型融合的航空电子产品故障预测方法,航空电子产品故障预测,训练数据样本量小
任务 → 面临 → 问题,nn->nsubj->root->root->dobj->rcmod->cpm->conj,航空(nn) — 发动机(nsubj) — 汇集(root) — 分析(root) — 挑战(dobj) — 面临(rcmod) — 的(cpm) — 问题(conj),[航空发动机振动类故障诊断] → [问题与挑战],8,航空发动机振动监测与故障诊断技术研究进展,航空发动机振动类故障诊断,问题与挑战
