semantic_pattern,syntactic_key,display_path,count
方法 → 解决 → 问题,nn->nn->amod->nn->nn->nsubj->rcmod->dobj->rcmod->conj->nn->nsubj->neg,航空(nn) — 发动机(nn) — 机载(amod) — 健康(nn) — 管理(nn) — 系统(nsubj) — 正向(rcmod) — 问题(dobj) — 清晰(rcmod) — 明确(conj) — 设计(nn) — 需求(nsubj) — 不(neg),1
方法 → 解决 → 问题,nn->nn->amod->nn->nn->nsubj->rcmod->dobj->rcmod->punct->nn->nn->conj,航空(nn) — 发动机(nn) — 机载(amod) — 健康(nn) — 管理(nn) — 系统(nsubj) — 正向(rcmod) — 问题(dobj) — 清晰(rcmod) — 、(punct) — 需求(nn) — 设计(nn) — 对应(conj),1
方法 → 解决 → 问题,nn->nn->amod->nn->nn->nsubj->rcmod->nn->nsubj->neg->rcmod,航空(nn) — 发动机(nn) — 机载(amod) — 健康(nn) — 管理(nn) — 系统(nsubj) — 正向(rcmod) — 设计(nn) — 流程(nsubj) — 不(neg) — 清晰(rcmod),1
方法 → 解决 → 问题,nn->nn->nn->cpm->rcmod->dobj->root->prep->pccomp->dobj->rcmod->conj->nsubj->cpm,APU(nn) — 故障(nn) — 预测(nn) — 的(cpm) — 基于(rcmod) — 方法(dobj) — 提出(root) — 基于(prep) — 存在(pccomp) — 问题(dobj) — 欠缺(rcmod) — 不足(conj) — 精度(nsubj) — 的(cpm),1
方法 → 解决 → 问题,nn->nn->nn->cpm->rcmod->dobj->root->prep->pccomp->nsubj->nn->prnmod->punct->punct,"APU(nn) — 故障(nn) — 预测(nn) — 的(cpm) — 基于(rcmod) — 方法(dobj) — 提出(root) — 基于(prep) — 存在(pccomp) — 数据(nsubj) — 记录器(nn) — QAR(prnmod) — ,(punct) — )(punct)",1
方法 → 解决 → 问题,nn->nn->nn->dobj->root->prep->pobj->nn->nn->assmod->assm->nn,气路(nn) — 故障(nn) — 诊断(nn) — 方法(dobj) — 提出(root) — 针对(prep) — 问题(pobj) — 气路(nn) — 健康(nn) — 状态(assmod) — 的(assm) — 评估(nn),1
方法 → 解决 → 问题,nn->nn->nn->dobj->root->prep->pobj->nn->nn->nn->nn->nn->nn->nn,卡尔曼(nn) — 滤波(nn) — 估计(nn) — 方法(dobj) — 研究(root) — 针对(prep) — 问题(pobj) — 航空(nn) — 发动机(nn) — 气路(nn) — 部件(nn) — 健康(nn) — 参数(nn) — 估计(nn),1
方法 → 解决 → 问题,nn->nn->nn->lobj->loc->rcmod->conj->neg,轴承(nn) — 诊断(nn) — 故障(nn) — 过程(lobj) — 中(loc) — 足(rcmod) — 拟合(conj) — 过(neg),1
方法 → 解决 → 问题,nn->nn->nn->lobj->loc->rcmod->nn->nsubj->neg,轴承(nn) — 诊断(nn) — 故障(nn) — 过程(lobj) — 中(loc) — 足(rcmod) — 预测(nn) — 精度(nsubj) — 不(neg),1
方法 → 解决 → 问题,nn->nn->nn->lobj->loc->vmod->nn->nn->dobj->root->prep->pobj->rcmod->nn->lobj->loc->nsubj->advmod->dobj,飞机(nn) — 起落架(nn) — 电液(nn) — 换向阀(lobj) — 内(loc) — 泄漏(vmod) — 故障(nn) — 预测(nn) — 方法(dobj) — 提出(root) — 针对(prep) — 问题(pobj) — 实施(rcmod) — 电液(nn) — 换向阀(lobj) — 内(loc) — 泄漏(nsubj) — 无法(advmod) — 检测(dobj),1
方法 → 解决 → 问题,nn->nn->nn->nn->dobj->conj->root->prep->pobj->assmod->nn->nn,维修(nn) — 间隔(nn) — 风险(nn) — 评估(nn) — 方法(dobj) — 提出(conj) — 结合(root) — 针对(prep) — 问题(pobj) — 间隔(assmod) — 民机(nn) — 维修(nn),1
方法 → 解决 → 问题,nn->nn->nn->nsubj->pccomp->nn->nn->nn->assmod,航空(nn) — 气路(nn) — 发动机(nn) — 监控(nsubj) — 缺乏(pccomp) — 部件(nn) — 状态(nn) — 故障(nn) — 样本(assmod),1
方法 → 解决 → 问题,nn->nsubj->rcmod,向量机(nn) — 方法(nsubj) — 支持(rcmod),1
方法 → 解决 → 问题,nn->pobj->assmod->dobj->conj->prep->pobj->nn->assmod->assm->nn->nn->nn,马氏(nn) — 距离(pobj) — 基于(assmod) — 方法(dobj) — 提出(conj) — 针对(prep) — 问题(pobj) — 类型(nn) — 装备(assmod) — 的(assm) — 故障(nn) — 状态(nn) — 判别(nn),1
方法 → 解决 → 问题,nummod->nn->amod->nn->dobj->rcmod->dobj->root->prep->pobj->nn->nn->nn->nn->nn,多(nummod) — 因子(nn) — 高阶(amod) — 模糊(nn) — 变动(dobj) — 基于(rcmod) — 方法(dobj) — 提出(root) — 针对(prep) — 问题(pobj) — 飞机(nn) — 操纵面(nn) — 故障(nn) — 趋势(nn) — 预测(nn),1
方法 → 解决 → 问题,rcmod->nn->dobj->dobj->root->root->nsubj,基于(rcmod) — Copula(nn) — 相似性(dobj) — 方法(dobj) — 提出(root) — 众多(root) — 特征(nsubj),1
方法 → 解决 → 问题,rcmod->nn->dobj->dobj->root->root->prep->pccomp->nsubj->nsubj,基于(rcmod) — Copula(nn) — 相似性(dobj) — 方法(dobj) — 提出(root) — 众多(root) — 针对(prep) — 退化(pccomp) — 性能(nsubj) — 特征(nsubj),1
方法 → 解出 → 指标,amod->dobj->assmod->pobj->amod,新(amod) — 方法(dobj) — 基于(assmod) — 数据(pobj) — 失效(amod),1
方法 → 计算 → 指标,dobj->dep->rcmod->dobj->root->root->conj->dobj->nn,MOG-HMM(dobj) — 简称(dep) — mixture(rcmod) — 方法(dobj) — 提出(root) — 建立(root) — 计算(conj) — 间隔(dobj) — 时间(nn),1
方法 → 评估 → 属性,nn->nn->dobj->conj->root->root->nsubj,误差(nn) — 得分(nn) — 函数(dobj) — 设计(conj) — 利用(root) — 识别(root) — 预测(nsubj),1
方法 → 评估 → 维修模式,nsubj,维修(nsubj),1
方法 → 评估 → 风险,nn->nn->nn->nn->dobj->conj->root->prep->pobj->nn->nn,维修(nn) — 间隔(nn) — 风险(nn) — 评估(nn) — 方法(dobj) — 提出(conj) — 结合(root) — 鉴于(prep) — 重要性(pobj) — 间隔(nn) — 维修(nn),1
方法 → 识别 → 故障,nn->cc->lobj->nn,故障(nn) — 与(cc) — 诊断(lobj) — 发动机(nn),1
方法 → 识别 → 数据,nsubj->ccomp->root->root->dobj,学习器(nsubj) — 用以(ccomp) — 提出(root) — 迁移(root) — 样本(dobj),1
方法 → 调整 → 参数,amod->nn->cpm->rcmod->nsubj,半(amod) — 监督(nn) — 的(cpm) — 基于(rcmod) — 学习器(nsubj),1
方法 → 调整 → 算法组件,nn->nn->nsubj->ccomp->conj->root->conj->conj->dobj->assmod->nn,预测(nn) — SMO-SVR(nn) — 模型(nsubj) — 具有(ccomp) — 表明(conj) — 提出(root) — 采用(conj) — 调整(conj) — 准则(dobj) — 算法(assmod) — SMO(nn),1
方法 → 辅助 → 任务,nn->conj->nn->nn->nn,故障(nn) — 诊断(conj) — 部件(nn) — 故障(nn) — 定位(nn),1
方法 → 辅助 → 活动,assm->amod->amod->dobj->assmod->root->root->dobj->rcmod,的(assm) — 多源(amod) — 异构(amod) — 数据(dobj) — 大量(assmod) — 产生(root) — 起到(root) — 作用(dobj) — 排故(rcmod),1
方法 → 辅助 → 设计,assm->amod->amod->dobj->assmod->root->root->dobj->conj->nn,的(assm) — 多源(amod) — 异构(amod) — 数据(dobj) — 大量(assmod) — 产生(root) — 包括(root) — 数据(dobj) — 数据(conj) — 设计(nn),1
方法 → 达到 → Performance Metric,nn->pobj->assmod->dobj->conj->root->conj->dep->dobj->assmod->assm->amod->nn->nn,马氏(nn) — 距离(pobj) — 基于(assmod) — 方法(dobj) — 提出(conj) — 是(root) — 用(conj) — 使得(dep) — 准确度(dobj) — 离线(assmod) — 的(assm) — 平均(amod) — 故障(nn) — 预测(nn),1
方法 → 达到 → Performance Metric,nn->pobj->assmod->dobj->conj->root->conj->dep->dobj->cc->assmod->assm->amod->nn->nn,马氏(nn) — 距离(pobj) — 基于(assmod) — 方法(dobj) — 提出(conj) — 是(root) — 用(conj) — 使得(dep) — 准确度(dobj) — 和(cc) — 离线(assmod) — 的(assm) — 平均(amod) — 故障(nn) — 预测(nn),1
方法 → 迁移 → 数据,dobj->rcmod->nsubj->ccomp->root->root->dobj->amod->nn,学习(dobj) — 基于(rcmod) — 学习器(nsubj) — 用以(ccomp) — 提出(root) — 迁移(root) — 样本(dobj) — 高(amod) — 相似度(nn),1
方法 → 迁移 → 数据,nn->assm->rcmod->dobj->root->dobj->amod->nn,支持(nn) — 的(assm) — 基于(rcmod) — 向量机(dobj) — 迁移(root) — 样本(dobj) — 高(amod) — 相似度(nn),1
方法 → 运用 → 手段,nsubj,故障(nsubj),1
方法 → 进行 → 任务,nsubj->root->root->pccomp->nsubj->nn,方法(nsubj) — 选取(root) — 由于(root) — 众多(pccomp) — 发动机(nsubj) — 航空(nn),1
方法 → 进行 → 技术,assm->nn->nsubj->assmod->root->root->conj->dobj->rcmod->dobj,的(assm) — 故障(nn) — 预测(nsubj) — 设备(assmod) — 是(root) — 提出(root) — 进行(conj) — 训练(dobj) — 含(rcmod) — Dropout(dobj),1
方法 → 进行 → 步骤,amod->dobj->rcmod->dobj->root->conj->dep->dobj->amod,灰色(amod) — 理论(dobj) — 基于(rcmod) — 方法(dobj) — 提出(root) — 处理(conj) — 进行(dep) — 检验(dobj) — 拟合(amod),1
方法 → 进行 → 活动,nn->nn->nn->nn->dobj->root->root->dep->dobj->nn,飞机(nn) — 液压泵(nn) — 故障(nn) — 预测(nn) — 方法(dobj) — 提出(root) — 为(root) — 进行(dep) — 验证(dobj) — 试验(nn),1
方法 → 适合于 → Application,nn->nn->amod->nn->nn->nn->assm->assmod->dobj->root->conj->ccomp->dep->dep->prep->pobj->amod,故障(nn) — 风险(nn) — 综合(amod) — 预警(nn) — 信号(nn) — 预测(nn) — 的(assm) — 基于(assmod) — 方法(dobj) — 提出(root) — 表明(conj) — 预测(ccomp) — 有效(dep) — 适合(dep) — 于(prep) — 预测(pobj) — 短期(amod),1
方法 → 适用於 → 应用,amod->nn->nn->dobj->conj->conj->root->root->nsubj->nn,局部(amod) — 应力(nn) — 应变(nn) — 法(dobj) — 使(conj) — 求解(conj) — 建立(root) — 发生(root) — 失效(nsubj) — 疲劳(nn),1
方法 → 选取 → 数据,amod->nsubj->root->root->pccomp->nsubj,传统(amod) — 方法(nsubj) — 选取(root) — 由于(root) — 众多(pccomp) — 变量(nsubj),1
方法 → 选取 → 数据,nsubj->root->root->pccomp->nsubj,方法(nsubj) — 选取(root) — 由于(root) — 众多(pccomp) — 变量(nsubj),1
方法 → 选取 → 飞机系统,nsubj->root->root->conj->prep->pobj->assmod->assm->nn,维修(nsubj) — 是(root) — 借助(root) — 输入(conj) — 由(prep) — 参数(pobj) — 不同(assmod) — 的(assm) — 系统(nn),1
方法 → 选用 → 函数,nn->amod->nn->conj->dobj->rcmod->dobj->dep->root->root->dep->conj->dobj->nn,核(nn) — 主(amod) — 成分(nn) — 分析(conj) — 网络(dobj) — 基于(rcmod) — 方法(dobj) — 提出(dep) — 提供(root) — 作为(root) — 利用(dep) — 选用(conj) — 函数(dobj) — 高斯(nn),1
方法 → 通过...验证 → Application,cpm->amod->nn->nn->nn->dobj->rcmod->dep->root->root->dep->dobj->nn->nn,的(cpm) — 产生式(amod) — 规则(nn) — 知识(nn) — 表示(nn) — 方法(dobj) — 基于(rcmod) — 设计(dep) — 为(root) — 为(root) — 模拟(dep) — 实例(dobj) — 发动机(nn) — 故障(nn),1
方法 → 通过...验证 → 数据,nn->assmod->dobj->root->prep->pccomp->dobj->assmod->nn,估计(nn) — 方面(assmod) — 研究(dobj) — 开展(root) — 为了(prep) — 实现(pccomp) — 管理(dobj) — 系统(assmod) — 发动机(nn),1
方法 → 通过...验证 → 数据,nsubj->rcmod->dobj->dep->conj->prep->pobj->nn->nn->amod->nn,数模(nsubj) — 联动(rcmod) — 思路(dobj) — 提出(dep) — 为(conj) — 通过(prep) — 数据(pobj) — 航空(nn) — 发动机(nn) — 多源(amod) — 监测(nn),1
方法 → 通过增加 → 技术,dobj->root->root->dep->prep->pobj->rcmod->dobj->amod,非线性(dobj) — 具有(root) — 研究(root) — 解决(dep) — 通过(prep) — 方式(pobj) — 增加(rcmod) — 约束(dobj) — 线性(amod),1
方法 → 通过监测 → 指标,amod->nn->nn->top->root->attr->assmod->assm->amod,防热(amod) — 系统(nn) — 健康(nn) — 管理(top) — 是(root) — 之一(attr) — 飞行器(assmod) — 的(assm) — 关键(amod),1
方法 → 采用 → Model,cc->amod->nn->nn->nn->assmod->dobj->root->root->dobj->rcmod->conj->punct->amod->nn->rcmod,和(cc) — 剩余(amod) — 使用(nn) — 寿命(nn) — 估计(nn) — 方面(assmod) — 研究(dobj) — 开展(root) — 提出(root) — 方法(dobj) — 基于(rcmod) — 支持(conj) — -(punct) — 向(amod) — 量(nn) — 回归(rcmod),1
方法 → 采用 → Model,nn->nn->nn->nsubj->root->root->dobj->nn,时间(nn) — 序列(nn) — 分析(nn) — 方法(nsubj) — 应用(root) — 采用(root) — 模型(dobj) — 自回归(nn),1
方法 → 采用 → 度量,amod->nn->nn->nn->cpm->rcmod->dobj->dep->root->prep->pobj->rcmod->loc->lccomp->nsubj,产生式(amod) — 规则(nn) — 知识(nn) — 表示(nn) — 的(cpm) — 基于(rcmod) — 方法(dobj) — 设计(dep) — 为(root) — 针对(prep) — 问题(pobj) — 困难(rcmod) — 时(loc) — 融合(lccomp) — 信息(nsubj),1
方法 → 采用 → 思想,nn->nn->amod->nn->nn->nsubj->rcmod->dobj->rcmod->nsubj->nn,航空(nn) — 发动机(nn) — 机载(amod) — 健康(nn) — 管理(nn) — 系统(nsubj) — 正向(rcmod) — 问题(dobj) — 清晰(rcmod) — 流程(nsubj) — 设计(nn),1
方法 → 采用 → 指标,nn->nn->dobj->root->conj->dobj->nn->nn,组合(nn) — 预测(nn) — 方法(dobj) — 提出(root) — 采用(conj) — 误差(dobj) — 拟(nn) — 合均方(nn),1
方法 → 采用 → 方法,assm->conj->assmod->dobj->root->root->dep->cc,的(assm) — 功能(conj) — 系统(assmod) — 作用(dobj) — 发挥(root) — 分析(root) — 比较(dep) — 和(cc),1
方法 → 采用 → 方法,assm->conj->assmod->dobj->root->root->prep->pccomp->dobj->nn->conj,的(assm) — 功能(conj) — 系统(assmod) — 作用(dobj) — 发挥(root) — 提出(root) — 基于(prep) — 采用(pccomp) — 分析法(dobj) — 逻辑(nn) — 决断图(conj),1
方法 → 采用 → 策略,amod->nn->nn->nn->cpm->rcmod->dobj->dep->root->prep->pobj->rcmod->nsubj->nn,产生式(amod) — 规则(nn) — 知识(nn) — 表示(nn) — 的(cpm) — 基于(rcmod) — 方法(dobj) — 设计(dep) — 为(root) — 针对(prep) — 问题(pobj) — 低下(rcmod) — 效率(nsubj) — 推理(nn),1
方法 → 采用 → 算法,assm->nn->nsubj->assmod->root->root->conj->dep->dobj->amod->amod,的(assm) — 故障(nn) — 预测(nsubj) — 设备(assmod) — 是(root) — 提出(root) — 进行(conj) — 采用(dep) — 算法(dobj) — 改进(amod) — 遗传(amod),1
方法 → 采用 → 算法,nn->nsubj->rcmod->pobj->root->root->dobj->nn,故障(nn) — 预测(nsubj) — 面临(rcmod) — 问题(pobj) — 针对(root) — 采用(root) — 算法(dobj) — Adaboosting(nn),1
方法 → 重建 → 问题,nsubj,故障(nsubj),1
方法 → 针对 → 任务,nn->nsubj->nn->nn->nn,故障(nn) — 预测(nsubj) — 航空(nn) — 电子(nn) — 产品(nn),1
方法 → 针对 → 失效模式,nn->nn->dobj->assmod->amod->amod,故障(nn) — 注入(nn) — 方法(dobj) — 模式(assmod) — 主要(amod) — 失效(amod),1
方法 → 针对 → 故障,nn->dobj->conj->prep->pobj->nn->nn->nn->amod->nn,仿真(nn) — 分析(dobj) — 进行(conj) — 对(prep) — 故障(pobj) — 开关(nn) — 磁阻(nn) — 发电机(nn) — 典型(amod) — 电气(nn),1
方法 → 针对 → 研究对象,assm->conj->assmod->dobj->root->root->dobj->assmod->pobj->conj,的(assm) — 功能(conj) — 系统(assmod) — 作用(dobj) — 发挥(root) — 提出(root) — 方法(dobj) — 针对(assmod) — 故障(pobj) — 部件(conj),1
方法 → 针对 → 系统,nn->nn->nn->nn->conj->cpm->rcmod->dobj->root->prep->pccomp->nsubj->cc->nn->nn,PHM(nn) — 诊断(nn) — 能力(nn) — 外场(nn) — 评估(conj) — 的(cpm) — 基于(rcmod) — 方法(dobj) — 提出(root) — 针对(prep) — 缺乏(pccomp) — 系统(nsubj) — 与(cc) — 健康(nn) — 管理(nn),1
方法 → 针对 → 组件,nn->nn->conj->assmod->conj,数学(nn) — 建模(nn) — 方法(conj) — 减速器(assmod) — 控制器(conj),1
方法 → 针对 → 组件,nn->nn->conj->assmod->conj,数学(nn) — 建模(nn) — 方法(conj) — 减速器(assmod) — 电机(conj),1
方法 → 针对 → 组件,nn->nn->conj->assmod->nn,数学(nn) — 建模(nn) — 方法(conj) — 减速器(assmod) — 齿轮(nn),1
方法 → 降低 → Performance Metric,rcmod->dobj,基于(rcmod) — 网络(dobj),1
方法 → 降低 → 指标,amod->dobj->rcmod->dobj->root->prep->pobj->nn,灰色(amod) — 理论(dobj) — 基于(rcmod) — 方法(dobj) — 提出(root) — 针对(prep) — 问题(pobj) — 故障率(nn),1
方法 → 降低 → 指标,amod->nn->nn->dobj->dep->prep->pobj->rcmod->conj->nsubj,分层(amod) — 插件(nn) — 设计(nn) — 方法(dobj) — 采用(dep) — 针对(prep) — 问题(pobj) — 长(rcmod) — 高(conj) — 成本(nsubj),1
方法 → 降低 → 问题,nn->nn->nn->lobj->loc->rcmod->pobj->prep->root->ccomp->nsubj->rcmod->dobj->nn,轴承(nn) — 诊断(nn) — 故障(nn) — 过程(lobj) — 中(loc) — 足(rcmod) — 问题(pobj) — 针对(prep) — 提出(root) — 用以(ccomp) — 学习器(nsubj) — 基于(rcmod) — 学习(dobj) — 迁移(nn),1
方法 → 难以实现 → 目标,assmod->assm->nsubj->rcmod->dobj->amod->nn,传统(assmod) — 的(assm) — 方法(nsubj) — 进行(rcmod) — 管理(dobj) — 有效(amod) — 健康(nn),1
方法 → 预处理 → 数据类型,nummod->clf->dobj->conj->root->root->dep->dobj->nn,3(nummod) — 点(clf) — 均值法(dobj) — 采用(conj) — 具有(root) — 适用于(root) — 适合(dep) — 序列(dobj) — 波动(nn),1
方法 → 预测 → Performance Metric,nn->nn->cpm->rcmod->dobj->root->prep->pobj->rcmod->nn->amod->nsubj->nn->nn,组合(nn) — 预测(nn) — 的(cpm) — 基于(rcmod) — 方法(dobj) — 提出(root) — 针对(prep) — 问题(pobj) — 间隔(rcmod) — 飞机(nn) — 平均(amod) — 故障(nsubj) — 飞行(nn) — 时间(nn),1
方法 → 预测 → 分析目标,nn->nn->amod->nn->nn->nn->assm->assmod->dobj->root->conj->ccomp->dep->nsubj->nn->nn->nn->nn,故障(nn) — 风险(nn) — 综合(amod) — 预警(nn) — 信号(nn) — 预测(nn) — 的(assm) — 基于(assmod) — 方法(dobj) — 提出(root) — 表明(conj) — 预测(ccomp) — 有效(dep) — 趋势(nsubj) — 航空(nn) — 装备(nn) — 故障(nn) — 风险(nn),1
方法 → 预测 → 指标,cpm->nn->nn->rcmod->dobj->root->root->conj->dobj->nn->nn,的(cpm) — 故障(nn) — 预测(nn) — 基于(rcmod) — 研究(dobj) — 进行(root) — 采用(root) — 拟合(conj) — 曲线(dobj) — 性能(nn) — 衰退(nn),1
方法 → 预测 → 指标,cpm->nn->nn->rcmod->dobj->root->root->dobj->nn->amod,的(cpm) — 故障(nn) — 预测(nn) — 基于(rcmod) — 研究(dobj) — 进行(root) — 预测(root) — 寿命(dobj) — 产品(nn) — 剩余(amod),1
方法 → 预测 → 故障类型,dobj->dep->rcmod->dobj->root->prep->pobj->amod,MOG-HMM(dobj) — 简称(dep) — mixture(rcmod) — 方法(dobj) — 提出(root) — 针对(prep) — 故障(pobj) — 突发(amod),1
方法 → 预测 → 数据,advmod->rcmod->nn->nn->dobj->conj->root->root->loc->lccomp->prep->pobj->nn->conj->nn,反向(advmod) — 传播(rcmod) — 神经(nn) — 网络(nn) — 方法(dobj) — 支持(conj) — 采用(root) — 出现(root) — 时(loc) — 应用(lccomp) — 于(prep) — 预测(pobj) — 关系(nn) — 磨粒(conj) — 发动机(nn),1
方法 → 预测 → 数据,nn->nsubj->lccomp->prep->pobj->nn->conj->nn,向量机(nn) — 方法(nsubj) — 应用(lccomp) — 于(prep) — 预测(pobj) — 关系(nn) — 磨粒(conj) — 发动机(nn),1
方法 → 预测 → 数据,nn->rcmod->nsubj->lccomp->prep->pobj->nn->conj->nn,向量机(nn) — 支持(rcmod) — 方法(nsubj) — 应用(lccomp) — 于(prep) — 预测(pobj) — 关系(nn) — 磨粒(conj) — 发动机(nn),1
方法 → 预测 → 问题,amod->dobj->rcmod->dobj->root->conj->conj->ccomp->dobj->nn->nummod->amod->nn,灰色(amod) — 理论(dobj) — 基于(rcmod) — 方法(dobj) — 提出(root) — 处理(conj) — 表明(conj) — 预测(ccomp) — 故障(dobj) — 塞斯纳(nn) — 172(nummod) — 基本型(amod) — 飞机(nn),1
方法 → 预测 → 预测目标,nn->nn->nsubj->ccomp->conj->root->prep->pccomp->dobj->nn->nn->nn,预测(nn) — SMO-SVR(nn) — 模型(nsubj) — 具有(ccomp) — 表明(conj) — 提出(root) — 为了(prep) — 预测(pccomp) — 情况(dobj) — 状态(nn) — 参量(nn) — 变化(nn),1
方法 → 预测 → 风险,nn->nn->nn->nn->dobj->conj->root->prep->pobj->assmod->pobj->nn,维修(nn) — 间隔(nn) — 风险(nn) — 评估(nn) — 方法(dobj) — 提出(conj) — 结合(root) — 鉴于(prep) — 重要性(pobj) — 对(assmod) — 安全(pobj) — 飞行(nn),1
方法 → 预测精度高于 → 基线模型,assm->nn->nsubj->assmod->root->root->ccomp->conj->conj->dobj,的(assm) — 故障(nn) — 预测(nsubj) — 设备(assmod) — 是(root) — 显示(root) — 为(ccomp) — 高于(conj) — 支持(conj) — 向量机(dobj),1
方法 → 预测精度高于 → 基线模型,assm->nn->nsubj->assmod->root->root->dobj->rcmod->prep->pobj->punct->nn->punct,"的(assm) — 故障(nn) — 预测(nsubj) — 设备(assmod) — 是(root) — 提出(root) — 方法(dobj) — 融合(rcmod) — 基于(prep) — 模型(pobj) — ,(punct) — DBN(nn) — )(punct)",1
方法 → 验证 → Model,nn->conj->pobj->prep->root->root->nsubj->nn,理论(nn) — 推导(conj) — 分析(pobj) — 通过(prep) — 验证(root) — 用(root) — 总线(nsubj) — GJB289A(nn),1
方法 → 验证 → Model,nn->dobj->conj->conj->conj->dobj->amod->nn->nn,仿真(nn) — 实验(dobj) — 进行(conj) — 利用(conj) — 构建(conj) — 模型(dobj) — 混沌(amod) — 神经(nn) — 网络(nn),1
方法 → 验证 → Model,nn->nn->pobj->prep->root->root->nsubj->nn,实验室(nn) — 实测(nn) — 分析(pobj) — 通过(prep) — 验证(root) — 用(root) — 总线(nsubj) — GJB289A(nn),1
方法 → 验证 → Performance Metric,nn->nsubj->rcmod->pobj->prep->root->dobj->assmod->pobj,维修(nn) — 次数(nsubj) — 超(rcmod) — 问题(pobj) — 针对(prep) — 提出(root) — 方法(dobj) — 基于(assmod) — 模型(pobj),1
方法 → 验证 → Performance Metric,nn->pobj->prep->root->root->conj->dobj->assmod->nn,MATLAB(nn) — 仿真(pobj) — 通过(prep) — 验证(root) — 起(root) — 提高(conj) — 难度(dobj) — 预测(assmod) — 故障(nn),1
方法 → 验证 → 属性,nn->nn->nn->nsubj->conj->root->conj->dobj->assmod->assm,状态(nn) — 预测(nn) — 趋势(nn) — 结果(nsubj) — 建立(conj) — 采用(root) — 说明(conj) — 有效性(dobj) — 系统(assmod) — 的(assm),1
方法 → 验证 → 属性,nn->nn->pobj->assmod->pobj->prep->conj->dobj->rcmod->nsubj->nn,网络(nn) — 算法(nn) — 结果(pobj) — 与(assmod) — 比较(pobj) — 通过(prep) — 验证(conj) — 有效性(dobj) — 用于(rcmod) — 模型(nsubj) — LSTM(nn),1
方法 → 验证 → 方法,pobj->prep->dep->root->dep->dobj->rcmod->dobj,试验(pobj) — 通过(prep) — 进行(dep) — 介绍(root) — 提出(dep) — 方法(dobj) — 基于(rcmod) — 数据(dobj),1
方法 → 验证 → 系统,assmod->dobj->rcmod->cpm->nn->nn->nn->nn,系统(assmod) — 模型(dobj) — 基于(rcmod) — 的(cpm) — 航空(nn) — 发动机(nn) — 健康(nn) — 管理(nn),1
方法 → 验证于 → Dataset,amod->nn->dobj->cpm->dobj->rcmod->root->root->conj->dobj->assmod->lobj,剩余(amod) — 寿命(nn) — 预估(dobj) — 的(cpm) — 方法(dobj) — 进行(rcmod) — 提出(root) — 利用(root) — 提取(conj) — 特征(dobj) — 中(assmod) — 数据(lobj),1
方法 → 验证于 → 数据,nn->cpm->nn->dobj->pccomp->rcmod->dobj->root->prep->pccomp->dobj->rcmod->nsubj->nn->prnmod->punct->punct->prep->pobj,性能(nn) — 的(cpm) — 扩增(nn) — 参数(dobj) — 生成(pccomp) — 基于(rcmod) — 方法(dobj) — 提出(root) — 为(prep) — 解决(pccomp) — 问题(dobj) — 低(rcmod) — 维度(nsubj) — 装置(nn) — APU(prnmod) — ((punct) — )(punct) — 在(prep) — 翼(pobj),1
方法 → 验证于 → 组件,etc->nn->dobj->conj->root->attr->assmod->nn->nn->nn,等(etc) — 分解(nn) — 方法(dobj) — 采用(conj) — 是(root) — 技术(attr) — 预测(assmod) — 设备(nn) — 航空(nn) — 电子(nn),1
方法体系 → 为...奠定基础 → 任务,nn->nn->nn->nn->dobj->nn,系统(nn) — 性能(nn) — 度量(nn) — 方法(nn) — 体系(dobj) — PHM(nn),1
方法体系 → 为...奠定基础 → 任务,nn->nn->nn->nn->nn->dobj->dep->dep->root->prep->pobj->cc->nn,PHM(nn) — 系统(nn) — 性能(nn) — 度量(nn) — 方法(nn) — 体系(dobj) — 提出(dep) — 为(dep) — 进行(root) — 对(prep) — 需求(pobj) — 和(cc) — 能力(nn),1
方法体系 → 具有 → 价值,nn->nn->nn->nn->nn->dobj->dep->dep->dep->prep->pobj->cc,PHM(nn) — 系统(nn) — 性能(nn) — 度量(nn) — 方法(nn) — 体系(dobj) — 提出(dep) — 为(dep) — 进行(dep) — 对(prep) — 应用(pobj) — 和(cc),1
方法体系 → 包括 → 度量方法,nn->nn->nn->nn->nn->dobj->prnmod->dobj->amod,PHM(nn) — 系统(nn) — 性能(nn) — 度量(nn) — 方法(nn) — 体系(dobj) — 包括(prnmod) — 度量(dobj) — 综合(amod),1
方法体系 → 包括 → 度量方法,nn->nn->nn->nn->nn->dobj->prnmod->dobj->conj->nn->nn,PHM(nn) — 系统(nn) — 性能(nn) — 度量(nn) — 方法(nn) — 体系(dobj) — 包括(prnmod) — 度量(dobj) — 度量(conj) — 诊断(nn) — 性能(nn),1
方法体系 → 包括 → 度量方法,nn->nn->nn->nn->nn->dobj->prnmod->dobj->conj->nn->nn,PHM(nn) — 系统(nn) — 性能(nn) — 度量(nn) — 方法(nn) — 体系(dobj) — 包括(prnmod) — 度量(dobj) — 度量(conj) — 预测(nn) — 性能(nn),1
方法体系 → 源于 → 需求,nn->nn->nn->nn->nn->dobj->dep->dep->root->prep->pobj->nn,PHM(nn) — 系统(nn) — 性能(nn) — 度量(nn) — 方法(nn) — 体系(dobj) — 提出(dep) — 为(dep) — 进行(root) — 对(prep) — 需求(pobj) — 能力(nn),1
方法体系 → 评价 → 能力,nn->nn->nn->nn->dobj->nn,系统(nn) — 性能(nn) — 度量(nn) — 方法(nn) — 体系(dobj) — PHM(nn),1
